GISJOIN,YEAR,STUSAB,ANRCA,AIANHHA,RES_ONLYA,TRUSTA,AIANCC,RES_TRSTA,BLOCKA,BLCK_GRPA,TRACTA,CD101A,C_CITYA,CMSA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,DIVISIONA,MSA_CMSAA,PLACEA,PLACECC,PLACEDC,PMSAA,REGIONA,STATE,STATEA,URBRURALA,URB_AREAA,CD103A,AREALAND,AREAWAT,ANPSADPI,FUNCSTAT,INTPTLAT,INTPTLNG,PSADC,ET2001,ET2002,ET2003,ET2004,ET2005,ET2006,ET2007,ET2008,ET2009,ET2010
GIS Join Match Code,Data File Year,State/US Abbreviation,Alaska Native Regional Corporation Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Reservation [excluding trust lands] Code,American Indian Reservation [trust lands only] Code,American Indian/Alaska Native Area Class Code,Reservation/Trust Lands Code,Block Code,Block Group Code,Census Tract Code,Congressional District (101st) Code,Consolidated City Code,Consolidated Metropolitan Statistical Area,County Name,County Code,County Subdivision Code,County Subdivision Class Code,Division Code,Metropolitan Statistical Area/Consolidated Metropolitan Statistical Area Code,Place Code,Place Class Code,Place Description Code,Primary Metropolitan Statistical Area Code,Region Code,State Name,State Code,Urban/Rural Code,Urban Area Code,Congressional District (103rd) Code,Area (land),Area (Water),Area Name/PSAD Term/Part Indicator,Functional Status Code,Internal Point (latitude),Internal Point (longitude),Political/Statistical Area Description Code,Not of Hispanic origin >> White,Not of Hispanic origin >> Black,"Not of Hispanic origin >> American Indian, Eskimo, or Aleut",Not of Hispanic origin >> Asian or Pacific Islander,Not of Hispanic origin >> Other race,Hispanic origin >> White,Hispanic origin >> Black,"Hispanic origin >> American Indian, Eskimo, or Aleut",Hispanic origin >> Asian or Pacific Islander,Hispanic origin >> Other race
"G2500070","1990","MA",,,,,,,,,,,,"99","Dukes","007",,,"1","9999",,,,"9999","1","Massachusetts","25",,,,"0000268893","0001002796","Dukes County","A","+41374478","-070703017","06",10896,323,238,39,22,83,9,15,5,9
"G2500090","1990","MA",,,,,,,,,,,,"##","Essex","009",,,"1","####",,,,"####","1","Massachusetts","25",,,,"0001289998","0000856322","Essex County","A","+42625730","-070872123","06",600518,10242,786,9414,680,15909,5567,440,495,26029
"G2500110","1990","MA",,,,,,,,,,,,"99","Franklin","011",,,"1","9999",,,,"9999","1","Massachusetts","25",,,,"0001818558","0000058692","Franklin County","A","+42583299","-072591287","06",68074,457,195,476,48,543,19,11,8,261
"G2500130","1990","MA",,,,,,,,,,,,"99","Hampden","013",,,"1","####",,,,"9999","1","Massachusetts","25",,,,"0001601960","0000040540","Hampden County","A","+42121612","-072670369","06",373426,32105,668,3705,621,14379,2184,116,181,28925
"G2500150","1990","MA",,,,,,,,,,,,"99","Hampshire","015",,,"1","####",,,,"9999","1","Massachusetts","25",,,,"0001370182","0000042581","Hampshire County","A","+42341302","-072661864","06",135451,2428,254,4401,147,2034,124,13,76,1640
"G2500170","1990","MA",,,,,,,,,,,,"##","Middlesex","017",,,"1","####",,,,"####","1","Massachusetts","25",,,,"0002132981","0000062380","Middlesex County","A","+42483871","-071393650","06",1258602,37677,1709,51113,1984,28810,2559,224,713,15077
"G2500190","1990","MA",,,,,,,,,,,,"99","Nantucket","019",,,"1","9999",,,,"9999","1","Massachusetts","25",,,,"0000123755","0000661728","Nantucket County","B","+41252985","-070126661","06",5759,140,5,18,40,28,11,0,0,11
"G2500210","1990","MA",,,,,,,,,,,,"##","Norfolk","021",,,"1","####",,,,"####","1","Massachusetts","25",,,,"0001034974","0000114907","Norfolk County","A","+42171909","-071183824","06",577079,11532,734,17686,642,5667,557,53,203,1934
"G2500230","1990","MA",,,,,,,,,,,,"##","Plymouth","023",,,"1","####",,,,"####","1","Massachusetts","25",,,,"0001710918","0001121194","Plymouth County","A","+41996232","-070729568","06",401847,15003,805,3376,4674,4852,1517,83,76,3043
"G2500250","1990","MA",,,,,,,,,,,,"07","Suffolk","025",,,"1","1122",,,,"1120","1","Massachusetts","25",,,,"0000151563","0000159651","Suffolk County","N","+42357072","-070978184","06",412210,138695,1682,32665,5810,26340,10470,405,856,34773
"G2500270","1990","MA",,,,,,,,,,,,"##","Worcester","027",,,"1","####",,,,"####","1","Massachusetts","25",,,,"0003919090","0000170801","Worcester County","A","+42354125","-071915607","06",650265,13478,1267,11134,621,15503,1618,179,305,15335
"G2600010","1990","MI",,,,,,,,,,,,"99","Alcona","001",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001746875","0002890674","Alcona County","A","+44712243","-083272880","06",9987,23,56,23,1,39,4,0,3,9
"G2600030","1990","MI",,,,,,,,,,,,"99","Alger","003",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002377489","0010687207","Alger County","A","+47160399","-086484176","06",8392,211,301,24,1,30,2,3,0,8
"G2600050","1990","MI",,,,,,,,,,,,"99","Allegan","005",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002143325","0002605468","Allegan County","A","+42565000","-086250044","06",85241,1419,514,396,44,1519,29,29,15,1303
"G2600070","1990","MI",,,,,,,,,,,,"99","Alpena","007",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001487098","0002903089","Alpena County","A","+45037017","-083197631","06",30249,35,88,84,4,123,0,5,1,16
"G2600090","1990","MI",,,,,,,,,,,,"99","Antrim","009",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001235298","0000323737","Antrim County","A","+45005952","-085176863","06",17829,23,210,24,3,66,0,1,0,29
"G2600110","1990","MI",,,,,,,,,,,,"99","Arenac","011",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0000950196","0000812954","Arenac County","A","+44045468","-083752416","06",14577,10,137,38,2,118,0,2,0,47
"G2600130","1990","MI",,,,,,,,,,,,"99","Baraga","013",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002341770","0000425798","Baraga County","A","+46715396","-088342002","06",6950,48,910,10,2,21,1,8,0,4
"G2600150","1990","MI",,,,,,,,,,,,"99","Barry","015",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001440454","0000053798","Barry County","A","+42597836","-085311007","06",49095,103,183,143,12,334,1,5,1,180
"G2600170","1990","MI",,,,,,,,,,,,"99","Bay","017",,,"3","6960",,,,"9999","2","Michigan","26",,,,"0001150643","0000483591","Bay County","A","+43720800","-083942726","06",105909,1228,647,402,43,1838,14,79,26,1537
"G2600190","1990","MI",,,,,,,,,,,,"99","Benzie","019",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0000832267","0001394401","Benzie County","A","+44630365","-086247841","06",11770,30,236,35,0,93,0,1,0,35
"G2600210","1990","MI",,,,,,,,,,,,"99","Berrien","021",,,"3","0870",,,,"9999","2","Michigan","26",,,,"0001478981","0002614448","Berrien County","A","+41942845","-086592260","06",131798,24688,651,1432,126,1461,184,34,55,949
"G2600230","1990","MI",,,,,,,,,,,,"99","Branch","023",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001314215","0000031342","Branch County","A","+41915105","-085054402","06",39975,686,215,150,8,303,19,6,6,134
"G2600250","1990","MI",,,,,,,,,,,,"99","Calhoun","025",,,"3","0780",,,,"9999","2","Michigan","26",,,,"0001836004","0000024886","Calhoun County","A","+42252700","-085003017","06",117299,14258,659,1044,139,1438,125,37,24,959
"G2600270","1990","MI",,,,,,,,,,,,"99","Cass","027",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001274899","0000042149","Cass County","A","+41913995","-085993318","06",44423,3684,463,171,85,404,41,6,20,180
"G2600290","1990","MI",,,,,,,,,,,,"99","Charlevoix","029",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001079643","0002522707","Charlevoix County","A","+45466102","-085457546","06",20925,17,372,38,4,68,0,6,3,35
"G2600310","1990","MI",,,,,,,,,,,,"99","Cheboygan","031",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001853408","0000439426","Cheboygan County","A","+45476385","-084496125","06",20768,15,477,55,3,69,0,1,2,8
"G2600330","1990","MI",,,,,,,,,,,,"99","Chippewa","033",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0004043192","0002944630","Chippewa County","A","+46317751","-084518518","06",28206,2157,3806,146,11,147,27,14,6,84
"G2600350","1990","MI",,,,,,,,,,,,"99","Clare","035",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001468168","0000021731","Clare County","A","+43991215","-084838425","06",24569,39,156,53,3,96,1,4,0,31
"G2600370","1990","MI",,,,,,,,,,,,"99","Clinton","037",,,"3","4040",,,,"9999","2","Michigan","26",,,,"0001480146","0000008071","Clinton County","A","+42940588","-084611757","06",55924,215,262,187,9,715,3,14,12,542
"G2600390","1990","MI",,,,,,,,,,,,"99","Crawford","039",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001445648","0000013572","Crawford County","A","+44679676","-084611491","06",11737,260,142,42,0,65,4,3,0,7
"G2600410","1990","MI",,,,,,,,,,,,"99","Delta","041",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0003030794","0002127834","Delta County","A","+45775351","-086872975","06",36729,15,799,98,3,90,1,10,1,34
"G2600430","1990","MI",,,,,,,,,,,,"99","Dickinson","043",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001985034","0000027921","Dickinson County","A","+45997326","-087872002","06",26459,23,130,96,7,73,0,5,10,28
"G2600450","1990","MI",,,,,,,,,,,,"99","Eaton","045",,,"3","4040",,,,"9999","2","Michigan","26",,,,"0001493262","0000006522","Eaton County","A","+42587962","-084846014","06",86410,3271,406,543,50,1139,39,32,16,973
"G2600470","1990","MI",,,,,,,,,,,,"99","Emmet","047",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001212002","0001073233","Emmet County","A","+45583079","-084980670","06",24043,131,672,69,7,79,2,11,0,26
"G2600490","1990","MI",,,,,,,,,,,,"99","Genesee","049",,,"3","2640",,,,"9999","2","Michigan","26",,,,"0001656731","0000025134","Genesee County","A","+43021000","-083706606","06",331833,83707,2918,2824,300,4818,550,214,78,3217
"G2600510","1990","MI",,,,,,,,,,,,"99","Gladwin","051",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001312728","0000024913","Gladwin County","A","+43989321","-084388391","06",21590,17,114,38,1,104,2,0,2,28
"G2600530","1990","MI",,,,,,,,,,,,"99","Gogebic","053",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002854012","0000970224","Gogebic County","A","+46484401","-089790638","06",17435,240,282,25,3,51,3,1,1,11
"G2600550","1990","MI",,,,,,,,,,,,"99","Grand Traverse","055",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001204593","0000352435","Grand Traverse County","A","+44733305","-085552462","06",62654,251,537,309,19,365,8,18,9,103
"G2600570","1990","MI",,,,,,,,,,,,"99","Gratiot","057",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001476719","0000003837","Gratiot County","A","+43292290","-084604765","06",36956,316,133,94,16,871,12,11,4,569
"G2600590","1990","MI",,,,,,,,,,,,"99","Hillsdale","059",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001551043","0000021555","Hillsdale County","A","+41887751","-084593611","06",42665,113,127,110,21,254,0,16,2,123
"G2600610","1990","MI",,,,,,,,,,,,"99","Houghton","061",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002620414","0001268799","Houghton County","A","+46983574","-088646621","06",34364,156,153,604,5,105,2,0,6,51
"G2600630","1990","MI",,,,,,,,,,,,"99","Huron","063",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002166754","0003367357","Huron County","A","+43958593","-082835735","06",34405,20,88,58,8,222,2,1,2,145
"G2600650","1990","MI",,,,,,,,,,,,"99","Ingham","065",,,"3","4040",,,,"9999","2","Michigan","26",,,,"0001448414","0000004535","Ingham County","A","+42603550","-084373803","06",231489,27315,1767,7425,438,5694,522,174,137,6951
"G2600670","1990","MI",,,,,,,,,,,,"99","Ionia","067",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001484690","0000018177","Ionia County","A","+42944449","-085072760","06",52553,2954,212,118,11,588,49,9,2,528
"G2600690","1990","MI",,,,,,,,,,,,"99","Iosco","069",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001422298","0003474669","Iosco County","A","+44275743","-083336873","06",28739,622,224,258,9,227,10,4,11,105
"G2600710","1990","MI",,,,,,,,,,,,"99","Iron","071",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0003021204","0000115697","Iron County","A","+46205080","-088513849","06",12974,4,98,29,3,54,0,4,3,6
"G2600730","1990","MI",,,,,,,,,,,,"99","Isabella","073",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001487450","0000009011","Isabella County","A","+43647562","-084838322","06",51814,628,977,451,40,398,7,43,5,261
"G2600750","1990","MI",,,,,,,,,,,,"99","Jackson","075",,,"3","3520",,,,"9999","2","Michigan","26",,,,"0001830215","0000044470","Jackson County","A","+42247850","-084424522","06",134283,11822,627,641,80,1274,161,28,12,828
"G2600770","1990","MI",,,,,,,,,,,,"99","Kalamazoo","077",,,"3","3720",,,,"9999","2","Michigan","26",,,,"0001455312","0000047471","Kalamazoo County","A","+42244883","-085529871","06",195481,19668,953,3124,235,1946,211,64,44,1685
"G2600790","1990","MI",,,,,,,,,,,,"99","Kalkaska","079",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001453093","0000025244","Kalkaska County","A","+44691940","-085083913","06",13263,10,110,23,4,58,0,4,0,25
"G2600810","1990","MI",,,,,,,,,,,,"99","Kent","081",,,"3","3000",,,,"9999","2","Michigan","26",,,,"0002217651","0000041382","Kent County","A","+43032850","-085547179","06",438294,39432,2493,5234,494,5818,882,263,146,7575
"G2600830","1990","MI",,,,,,,,,,,,"99","Keweenaw","083",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001401710","0014034637","Keweenaw County","A","+47477259","-088155067","06",1683,1,4,6,1,5,0,0,0,1
"G2600850","1990","MI",,,,,,,,,,,,"99","Lake","085",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001470032","0000018281","Lake County","A","+43987546","-085811619","06",7297,1142,74,9,1,40,4,7,0,9
"G2600870","1990","MI",,,,,,,,,,,,"35","Lapeer","087",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0001694712","0000022772","Lapeer County","A","+43090655","-083224055","06",72225,473,307,262,8,824,10,12,20,627
"G2600890","1990","MI",,,,,,,,,,,,"99","Leelanau","089",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0000902597","0005658810","Leelanau County","A","+45132573","-086029820","06",15836,16,445,39,3,122,0,6,6,54
"G2600910","1990","MI",,,,,,,,,,,,"99","Lenawee","091",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001943986","0000027985","Lenawee County","A","+41891838","-084068778","06",83805,1367,246,464,79,2518,64,57,22,2854
"G2600930","1990","MI",,,,,,,,,,,,"35","Livingston","093",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0001472163","0000044185","Livingston County","A","+42602259","-083911893","06",112827,668,674,476,26,739,5,31,4,195
"G2600950","1990","MI",,,,,,,,,,,,"99","Luce","095",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002338946","0002612870","Luce County","A","+46746733","-085590118","06",5401,2,327,6,0,17,0,4,0,6
"G2600970","1990","MI",,,,,,,,,,,,"99","Mackinac","097",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002645953","0002790944","Mackinac County","A","+46008718","-085007637","06",8933,5,1691,11,1,22,0,0,0,11
"G2600990","1990","MI",,,,,,,,,,,,"35","Macomb","099",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0001244271","0000231545","Macomb County","A","+42668061","-082910155","06",687480,10313,2529,8895,205,6206,87,110,217,1358
"G2601010","1990","MI",,,,,,,,,,,,"99","Manistee","101",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001408609","0001908909","Manistee County","A","+44300844","-086312490","06",20647,54,186,52,3,204,0,3,2,114
"G2601030","1990","MI",,,,,,,,,,,,"99","Marquette","103",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0004717202","0004158479","Marquette County","A","+46664355","-087604186","06",67687,1149,933,523,29,340,21,10,15,180
"G2601050","1990","MI",,,,,,,,,,,,"99","Mason","105",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001282545","0001934194","Mason County","A","+44021706","-086500311","06",24731,152,177,75,3,226,3,11,0,159
"G2601070","1990","MI",,,,,,,,,,,,"99","Mecosta","107",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001439491","0000039758","Mecosta County","A","+43642836","-085322678","06",35497,968,247,183,24,242,10,11,4,122
"G2601090","1990","MI",,,,,,,,,,,,"99","Menominee","109",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002703073","0000761322","Menominee County","A","+45521786","-087525018","06",24413,7,382,58,1,51,0,0,2,6
"G2601110","1990","MI",,,,,,,,,,,,"99","Midland","111",,,"3","6960",,,,"9999","2","Michigan","26",,,,"0001349954","0000017346","Midland County","A","+43642957","-084385966","06",72788,706,311,785,26,678,13,23,19,302
"G2601130","1990","MI",,,,,,,,,,,,"99","Missaukee","113",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001467955","0000018329","Missaukee County","A","+44338609","-085096098","06",11978,3,74,25,0,37,0,0,0,30
"G2601150","1990","MI",,,,,,,,,,,,"35","Monroe","115",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0001427436","0000334018","Monroe County","A","+41915104","-083499532","06",128188,2308,430,570,27,1233,31,51,4,758
"G2601170","1990","MI",,,,,,,,,,,,"99","Montcalm","117",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001833945","0000033499","Montcalm County","A","+43312910","-085149369","06",50714,949,352,144,12,502,11,32,13,330
"G2601190","1990","MI",,,,,,,,,,,,"99","Montmorency","119",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001418370","0000038401","Montmorency County","A","+45026707","-084128955","06",8815,1,47,10,3,46,0,1,0,13
"G2601210","1990","MI",,,,,,,,,,,,"99","Muskegon","121",,,"3","5320",,,,"9999","2","Michigan","26",,,,"0001318828","0002460742","Muskegon County","A","+43287061","-086446483","06",132045,21444,1236,536,99,1886,173,102,19,1443
"G2601230","1990","MI",,,,,,,,,,,,"99","Newaygo","123",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002181891","0000049255","Newaygo County","A","+43551185","-085796859","06",36433,465,229,91,16,325,3,19,12,609
"G2601250","1990","MI",,,,,,,,,,,,"35","Oakland","125",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0002260323","0000091588","Oakland County","A","+42660150","-083383683","06",958300,76801,3659,24643,559,12374,687,289,460,5820
"G2601270","1990","MI",,,,,,,,,,,,"99","Oceana","127",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001399866","0001984836","Oceana County","A","+43657276","-086530712","06",20729,58,222,39,16,482,0,20,11,877
"G2601290","1990","MI",,,,,,,,,,,,"99","Ogemaw","129",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001461695","0000026706","Ogemaw County","A","+44333649","-084130574","06",18405,18,134,17,3,84,0,6,2,12
"G2601310","1990","MI",,,,,,,,,,,,"99","Ontonagon","131",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0003397117","0006293037","Ontonagon County","A","+46979167","-089271293","06",8695,4,105,15,0,28,0,4,0,3
"G2601330","1990","MI",,,,,,,,,,,,"99","Osceola","133",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001466242","0000018216","Osceola County","A","+43984603","-085329671","06",19785,54,116,43,5,114,3,1,0,25
"G2601350","1990","MI",,,,,,,,,,,,"99","Oscoda","135",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001463435","0000017002","Oscoda County","A","+44682528","-084125458","06",7741,2,41,5,3,40,0,0,0,10
"G2601370","1990","MI",,,,,,,,,,,,"99","Otsego","137",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001332813","0000029539","Otsego County","A","+45016781","-084606547","06",17682,18,103,82,5,55,0,0,0,12
"G2601390","1990","MI",,,,,,,,,,,,"99","Ottawa","139",,,"3","3000",,,,"9999","2","Michigan","26",,,,"0001465203","0002761984","Ottawa County","A","+42922416","-086233342","06",175857,937,577,2388,62,3818,60,61,63,3945
"G2601410","1990","MI",,,,,,,,,,,,"99","Presque Isle","141",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001709541","0004953140","Presque Isle County","A","+45321610","-083458599","06",13622,11,43,30,0,26,0,0,0,11
"G2601430","1990","MI",,,,,,,,,,,,"99","Roscommon","143",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001350454","0000151378","Roscommon County","A","+44330739","-084610941","06",19521,37,101,23,0,76,0,0,0,18
"G2601450","1990","MI",,,,,,,,,,,,"99","Saginaw","145",,,"3","6960",,,,"9999","2","Michigan","26",,,,"0002095229","0000017738","Saginaw County","A","+43334968","-084052348","06",160331,36273,775,1226,155,5099,576,140,46,7325
"G2601470","1990","MI",,,,,,,,,,,,"35","St Clair","147",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0001876337","0000279960","St. Clair County","A","+42934079","-082668222","06",138894,2942,698,458,57,1400,45,47,17,1049
"G2601490","1990","MI",,,,,,,,,,,,"99","St Joseph","149",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001304695","0000045153","St. Joseph County","A","+41915323","-085529763","06",56296,1592,209,255,15,365,8,17,3,153
"G2601510","1990","MI",,,,,,,,,,,,"99","Sanilac","151",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002496393","0001623377","Sanilac County","A","+43456651","-082639649","06",38725,38,191,59,10,507,1,4,12,381
"G2601530","1990","MI",,,,,,,,,,,,"99","Schoolcraft","153",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0003051482","0001827542","Schoolcraft County","A","+46024322","-086187326","06",7732,7,518,13,0,23,0,1,0,8
"G2601550","1990","MI",,,,,,,,,,,,"99","Shiawassee","155",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001395595","0000005015","Shiawassee County","A","+42950296","-084144146","06",68041,92,356,209,19,645,1,41,14,352
"G2601570","1990","MI",,,,,,,,,,,,"99","Tuscola","157",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0002104621","0000261707","Tuscola County","A","+43487753","-083436661","06",53344,469,319,197,19,707,9,26,9,399
"G2601590","1990","MI",,,,,,,,,,,,"99","Van Buren","159",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001582506","0001241319","Van Buren County","A","+42270781","-086308528","06",62337,4643,597,192,37,852,47,49,25,1281
"G2601610","1990","MI",,,,,,,,,,,,"35","Washtenaw","161",,,"3","2162",,,,"0440","2","Michigan","26",,,,"0001839079","0000032421","Washtenaw County","A","+42253250","-083841570","06",232938,31334,987,11598,349,3452,386,89,126,1678
"G2601630","1990","MI",,,,,,,,,,,,"35","Wayne","163",,,"3","2162",,,,"2160","2","Michigan","26",,,,"0001590632","0000150515","Wayne County","A","+42284600","-083260274","06",1185576,845324,7442,21046,1793,26431,3785,606,658,19026
"G2601650","1990","MI",,,,,,,,,,,,"99","Wexford","165",,,"3","9999",,,,"9999","2","Michigan","26",,,,"0001464762","0000026778","Wexford County","A","+44338068","-085579887","06",25921,33,172,80,1,119,1,6,7,20
"G2700010","1990","MN",,,,,,,,,,,,"99","Aitkin","001",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0004712184","0000455877","Aitkin County","A","+46606591","-093413732","06",12176,13,169,30,2,18,0,6,0,11
"G2700030","1990","MN",,,,,,,,,,,,"99","Anoka","003",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001098138","0000057730","Anoka County","A","+45274163","-093240830","06",235340,1266,1799,2876,91,1451,23,66,58,671
"G2700050","1990","MN",,,,,,,,,,,,"99","Becker","005",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0003394186","0000348805","Becker County","A","+46932261","-095668307","06",25786,20,1853,100,2,63,0,8,1,48
"G2700070","1990","MN",,,,,,,,,,,,"99","Beltrami","007",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0006488915","0001425314","Beltrami County","A","+48018033","-094923443","06",28337,98,5604,194,5,72,2,37,0,35
"G2700090","1990","MN",,,,,,,,,,,,"99","Benton","009",,,"4","6980",,,,"9999","2","Minnesota","27",,,,"0001057484","0000012235","Benton County","A","+45703184","-094000076","06",29729,61,123,126,7,108,0,0,3,28
"G2700110","1990","MN",,,,,,,,,,,,"99","Big Stone","011",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001287221","0000080104","Big Stone County","A","+45426821","-096413116","06",6217,4,25,15,1,20,0,1,0,2
"G2700130","1990","MN",,,,,,,,,,,,"99","Blue Earth","013",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001948686","0000035071","Blue Earth County","A","+44032801","-094063628","06",52384,248,127,791,14,264,3,5,13,195
"G2700150","1990","MN",,,,,,,,,,,,"99","Brown","015",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001582188","0000020050","Brown County","A","+44234657","-094720980","06",26711,11,12,98,1,80,1,3,4,63
"G2700170","1990","MN",,,,,,,,,,,,"99","Carlton","017",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002228379","0000038608","Carlton County","A","+46590191","-092680168","06",27750,43,1291,75,1,75,0,6,0,18
"G2700190","1990","MN",,,,,,,,,,,,"99","Carver","019",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0000924905","0000049529","Carver County","A","+44820517","-093798077","06",47008,103,101,438,13,159,0,11,6,76
"G2700210","1990","MN",,,,,,,,,,,,"99","Cass","021",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0005225816","0001027236","Cass County","A","+46946202","-094321938","06",19251,38,2356,52,0,58,1,17,2,16
"G2700230","1990","MN",,,,,,,,,,,,"99","Chippewa","023",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001509505","0000013016","Chippewa County","A","+45028511","-095563794","06",13063,5,23,43,0,51,1,6,1,35
"G2700250","1990","MN",,,,,,,,,,,,"99","Chisago","025",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001081778","0000064370","Chisago County","A","+45501668","-092908553","06",30099,63,120,89,13,89,2,5,1,40
"G2700270","1990","MN",,,,,,,,,,,,"99","Clay","027",,,"4","2520",,,,"9999","2","Minnesota","27",,,,"0002707293","0000019408","Clay County","A","+46898505","-096494530","06",48111,164,537,394,37,451,2,16,16,694
"G2700290","1990","MN",,,,,,,,,,,,"99","Clearwater","029",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002576443","0000090857","Clearwater County","A","+47572966","-095379988","06",7653,2,628,10,0,10,0,5,0,1
"G2700310","1990","MN",,,,,,,,,,,,"99","Cook","031",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0003757411","0004892074","Cook County","A","+47725695","-090442163","06",3558,5,271,20,0,12,0,0,0,2
"G2700330","1990","MN",,,,,,,,,,,,"99","Cottonwood","033",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001657637","0000023127","Cottonwood County","A","+44008642","-095183316","06",12520,8,10,88,5,43,4,0,0,16
"G2700350","1990","MN",,,,,,,,,,,,"99","Crow Wing","035",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0002581442","0000414216","Crow Wing County","A","+46486988","-094071825","06",43546,94,301,131,3,91,1,12,5,65
"G2700370","1990","MN",,,,,,,,,,,,"99","Dakota","037",,,"4","5120",,,,"9999","2","Minnesota","27",,,,"0001475566","0000043111","Dakota County","A","+44684800","-093064817","06",262332,3363,848,4531,128,2522,48,45,112,1298
"G2700390","1990","MN",,,,,,,,,,,,"99","Dodge","039",,,"4","9999",,,,"9999","2","Minnesota","27",,,,"0001138354","0000000316","Dodge County","A","+44026862","-092862056","06",15464,11,28,57,7,66,1,1,0,96
